uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,pub_year
GENCC_000112-HGNC_16892-OMIM_211750-HP_0000006-GENCC_100004,HGNC:16892,CD96,MONDO:0008893,C syndrome,OMIM:211750,C syndrome,GENCC:100004,Limited,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:16892,CD96,OMIM:211750,C SYNDROME,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100004,,2015-07-22 00:00:00,,,17847009,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114208,2023-09-11,2007.0
GENCC_000112-HGNC_20772-OMIM_600638-HP_0000006-GENCC_100002,HGNC:20772,TUBB3,MONDO:0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",OMIM:600638,"Fibrosis of extraocular muscles, congenital, 3A",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:20772,TUBB3,OMIM:600638,CONGENITAL FIBROSIS OF THE EXTRAOCULAR MUSCLES,HP:0000006,Autosomal dominant inheritance,GENCC:000112,,GENCC:100002,Strong,2015-07-22 16:14:51,,,20074521,https://www.ebi.ac.uk/gene2phenotype/terminology,805,2020-11-25,2010.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,25138099,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2016.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,28905509,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2017.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,28549204,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2017.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,27375234,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2017.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,28881385,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2017.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,24680889,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2014.0
GENCC_000112-HGNC_25566-OMIM_615761-HP_0000006-GENCC_100001,HGNC:25566,SETD5,MONDO:0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:25566,SETD5,OMIM:615761,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23",HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,31656537,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114211,2023-09-11,2019.0
GENCC_000112-HGNC_29106-OMIM_615033-HP_0000007-GENCC_100001,HGNC:29106,DDHD2,MONDO:0014018,hereditary spastic paraplegia 54,OMIM:615033,"Spastic paraplegia 54, autosomal recessive",GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:29106,DDHD2,OMIM:615033,COMPLEX HEREDITARY SPASTIC PARAPLEGIA,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,23176823,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114212,2023-09-11,2013.0
GENCC_000112-HGNC_6267-OMIM_614098-HP_0000006-GENCC_100002,HGNC:6267,KCNJ6,MONDO:0013572,Keppen-Lubinsky syndrome,OMIM:614098,Keppen-Lubinsky syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:6267,KCNJ6,OMIM:614098,KEPPEN-LUBINSKY SYNDROME,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100002,,2015-07-22 00:00:00,,,36071510,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114214,2023-09-11,2022.0
GENCC_000112-HGNC_6267-OMIM_614098-HP_0000006-GENCC_100002,HGNC:6267,KCNJ6,MONDO:0013572,Keppen-Lubinsky syndrome,OMIM:614098,Keppen-Lubinsky syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:6267,KCNJ6,OMIM:614098,KEPPEN-LUBINSKY SYNDROME,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100002,,2015-07-22 00:00:00,,,25620207,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114214,2023-09-11,2015.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,10839977,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2000.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,19530185,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2009.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,12838557,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2003.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,19239083,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2009.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,21204238,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2011.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,17609671,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2007.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,11929852,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2002.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,15736220,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2005.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,10535733,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,1999.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,11159940,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2001.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,16724007,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2006.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,12766194,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2003.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,3366140,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,1988.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,14684701,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2003.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,11528512,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2001.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,9443880,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,1998.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,10886756,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2000.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,16740912,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2006.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,12939657,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2003.0
GENCC_000112-HGNC_15979-OMIM_106260-HP_0000006-GENCC_100001,HGNC:15979,TP63,MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,OMIM:106260,Hay-Wells syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:15979,TP63,OMIM:106260,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,16114047,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114216,2023-09-11,2005.0
GENCC_000112-HGNC_7159-OMIM_602111-HP_0000006-GENCC_100001,HGNC:7159,MMP13,MONDO:0011198,"spondyloepimetaphyseal dysplasia, Missouri type",OMIM:602111,Metaphyseal anadysplasia 1,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:7159,MMP13,OMIM:602111,SPONDYLOEPIMETAPHYSEAL DYSPLASIA MISSOURI TYPE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,8412645,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114217,2023-09-11,1993.0
GENCC_000112-HGNC_7159-OMIM_602111-HP_0000006-GENCC_100001,HGNC:7159,MMP13,MONDO:0011198,"spondyloepimetaphyseal dysplasia, Missouri type",OMIM:602111,Metaphyseal anadysplasia 1,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:7159,MMP13,OMIM:602111,SPONDYLOEPIMETAPHYSEAL DYSPLASIA MISSOURI TYPE,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,19615667,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114217,2023-09-11,2009.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,15668445,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,2005.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,3865697,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1985.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,8834250,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1996.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,1652892,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1991.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,7881422,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1994.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,7945303,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1994.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,1898413,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1991.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,7881425,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1994.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,9529346,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,1998.0
GENCC_000112-HGNC_4065-OMIM_232300-HP_0000007-GENCC_100001,HGNC:4065,GAA,MONDO:0009290,glycogen storage disease II,OMIM:232300,Glycogen storage disease II,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000112,G2P,HGNC:4065,GAA,OMIM:232300,GLYCOGEN STORAGE DISEASE TYPE II,HP:0000007,,GENCC:000112,TGMI G2P,GENCC:100001,,2015-07-22 00:00:00,,,17616415,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114219,2023-09-11,2007.0
GENCC_000112-HGNC_23204-OMIM_612581-HP_0000006-GENCC_100004,HGNC:23204,KIRREL3,MONDO:0012947,"intellectual disability, autosomal dominant 4",OMIM:612581,"Intellectual developmental disorder, autosomal dominant 4",GENCC:100004,Limited,HP:0000006,Autosomal dominant,GENCC:000112,G2P,HGNC:23204,KIRREL3,OMIM:612581,INTELLECTUAL DEVELOPMENTAL DISORDER AUTOSOMAL DOMINANT TYPE 4,HP:0000006,,GENCC:000112,TGMI G2P,GENCC:100004,,2015-07-22 00:00:00,,,19012874,https://www.ebi.ac.uk/gene2phenotype/terminology,1000114220,2023-09-11,2008.0
